text,complexity
اکانت,3
فونت,2
نظافتچی,2
قالیچه,1
جاسوییچی,2
پرز,1
گوشت کوب برقی,3
واقعیت افزوده,3
تسلا,3
اینه هوشمند,3
گردشگری,2
تحلیل گر اطلاعات,3
کودک یار,2
ساختمان پزشکان,2
متخصص صنایع دارویی,3
گفتار درمان,3
شنوایی سنج,3
متخصص بهداشت,3
Pdf,2
کتاب الکترونیکی,3
Office,2
چشم بر نداشتن,3
معارف,3
آش گندم,3
شاربن,2
لپتوسپیروز,2
توکسوپلاسموز,2
فان,2
هارد هیبردی,3
خطاکار,2
تعویضی,2
سِرتِق,3
نابود گر,3
خون خوار,2
کنداکتور,3
زاینده,2
همه چیز دان,2
پلاسیده,2
با نشاط,3
وا رفته,2
کلنجار رفتن,3
طفره رفتن,3
کز کردن,3
چندش آور,1
عیش و نوش,3
جیره بندی,3
کورتانا,3
سیری,2
الکسا,3
ایکس باکس ۳۶۰,2
کانن,2
نکسوس,3
نید فور اسپید,2
نهنگ ابی,2
پاک کن دورنگ,3
کیف چرخ دار,2
سوئیچ,1
بشکه,1
مرامی,2
دردونه,3
گل پسر,1
گل دختر,2
کاکل به سر,1
گل پر,2
باسلوق میوه ای,3
تافی کاراملی,3
سوهان کنجدی,2
سوهان عسلی,2
چیپس خرما,3
مرتد,2
قوز بالا قوز,1
برج زهرمار,3
از پا افتاده,2
قفسه کتاب,1
لوله خودکار بیک,3
آدامس زیر میز,3
کارت ورود به جلسه,2
گواهی پزشکی,2
غیبت غیر مجاز,3
غیبت مجاز,3
پیش دانشگاهی,2
پرسش کلاسی,3
ردیف آخر,3
ردیف اول,3
چاقو ساز,1
احد الناس,3
آفریقایی,2
ببو گلابی,3
فرهاد قائمی,3
زانو بند,1
پرورش گل و گیاه,3
آپرکات,3
سنسی,3
حمزه زرینی,3
میگو انگشتی,3
نی قلیونی,2
چشم عسلی,2
دهن لق,1
دیابت نوع دو,2
دیابت نوع یک,2
پودر سیر,2
داروی ضد افسردگی,2
نمونه سوال,3
ارشد گروه,3
سیناریزین,2
ارزنده,2
جهنده,2
گندمی,2
لیز,2
پنبه ای,3
سنگ رو سنگ بند نمیشه,3
زهره ترک ,3
فروشی,2
سنگین وزن,2
خفت گیر,2
ذغالی,2
سوال چهار گزینه ای,2
تست,1
جربزه,3
آجرپزی,2
بوتیک,2
دو قطبی,2
حصیر ,2
تعقیب و گریز,2
اسکایپ,2
ماست محلی,2
قابل اعتماد,2
نکته بین,2
شیرمنیزی,2
مته به خشخاش گذاشتن,3
دم بریده,2
قانون اول نیوتن,3
قانون دوم نیوتن,2
قانون سوم نیوتن,3
لت و پار,2
با عرضه,2
چروکیده,2
هم دل,3
تر و فرز,2
هولوگرام,3
نوت بوک,2
غالب,2
کابل شبکه,3
رایتل,2
تالیا,3
خودپرداز,2
کارت خوان,1
بایت,2
نمابر,3
رایانامه,3
پیامک,2
شبکه اجتماعی,3
تجارت الکترونیک,3
فناوری اطلاعات,3
الگوریتم,3
پایگاه داده,3
بانک اطلاعاتی,3
مدار الکترونیک,3
مشکلات جنسی,2
ناتوانی جنسی,2
سایکوز,2
کله خراب,2
چراغ گازی,2
شادروان,3
ژن غالب,2
اسطوره‌ای,2
منزه,2
عزوجل,3
سوپروایزر,2
گاز سه شعله,2
پارتی بازی,1
ذوق زده,2
دست کم گرفتن,3
استکاتو,3
دو ماژور,3
طراح داخلی,3
طراح صنعتی,3
باگذشت,2
ایثارگر,3
ابدی,2
موی دماغ,2
کور رنگ,1
دسته چک,2
خوش خیال,3
عاقد,1
ضدحال,2
کارت اینترنت,3
ام دی اف کار,2
رئیس دانشکده,3
مسئول آموزش,3
امپول زن,1
بی انتها,2
ستبر,2
استخوان‌دار,3
روستایی,2
چاقو کش,1
راکد,1
اول مهر,1
تلویزیون سیاه سفید,2
طراحی سایت,3
پوکمون گو,3
پیشکوست,2
پوست کلفت,1
بیخود,3
جعبه مداد رنگی,2
تومور بدخیم,2
تومور خوشخیم,2
تاج سر,2
مخرج ,1
نوچه,2
جوانه گندم,3
چشم دریده,3
مخوف,2
قهوه ترک,2
مونوپاد,2
قوری گل قرمزی,3
آموزشگاه,1
ابر کامپیوتر,2
رایانه شخصی,2
ربات سخنگو,2
ربات انسان نما,3
افسر نگهبان,3
فال فروش,2
چراغ پیه سوز,3
خوشگذران,2
توپ بسکتبال,1
توپ والیبال,2
سوم راهنمایی,2
اول دبیرستان,2
ساک ورزشی,2
لباس ورزشی,2
امادگی جسمانی,3
سالن نهار,3
لوازم آرایش,2
چاقو ضامن دار,3
چاقو تاشو,2
ترقه,1
بندیر,3
تار آذربایجانی,3
بانجو,3
نوستالژیک,2
ادمین,2
پفک نمکی بزرگ,3
دریازدگی,2
خیرخواهانه,3
سخت‌گیرانه,2
لاجوردی,3
کوییز,2
حامد حدادی,3
کمربند,1
اول صف,2
ظرف غذا,2
ضد آب,1
ضد ضربه,2
ضد حریق,2
قانون مدار,3
گاز سوز,2
منفعل,2
سرخورده,1
سعادتمند,2
کاردان,2
 باشگاه trx,3
مرغوب,2
قانونی,2
دراماتیک,2
موثر,2
شدید,2
بکر,1
سرش بی کلاه موند,3
یک بوم و دو هوا,3
سرش به کار خودشه,3
دست به سینه بودن,2
علامه,2
جان کاه,2
طاقت فرسا,3
پروتئینوری,2
استئوپروز,2
مجاری صفراوی,2
فارنژیت استرپتوکوکی,2
نوروسرجری,2
زارع,2
جفتک زدن,2
دستمال توالت,2
نرم کننده مو,2
لگن,1
خوشبو کننده دهان,3
قرص,1
کپسول,1
مُسکن,1
بد دل,2
پرورش شترمرغ,3
حسن تفتیان ,3
بی مروت,2
صداقت,2
نان سبوس دار,3
ساکت,1
ماست خوری,2
سیگار برقی,2
سیستم صوتی,3
بیلیارد,2
اوراقی,2
سیستم رقص نور,3
میکادو,3
بدنام,2
کوراش,3
بی اثر,2
پمپ,1
برنامه هفتگی,2
شکستنی,2
لوازم جانبی موبایل,3
کردی,2
مو کفتری,3
معلق,2
ماست و اسفناج,3
لنگ,1
بوم نقاشی,2
زبان کوچک,2
دنبالچه,2
آبگرمکن نفتی,3
دوچرخه سواری پیست,3
سر زده,1
پول مجازی,2
پلی بک,3
مورد اطمینان,3
اریترومایسین,2
سوساید,2
لیقه,3
قلم نی,2
اتوکلاو,2
فالوده کرمانی,3
سگ جون,2
کمرشکن,2
داغدار,2
داغدیده,2
بارز,2
گلیکوژن,2
ستون های کلیه,2
دوپامین,2
مایع میان بافتی,2
کلاه قاضی کردن,3
کلان شهر,3
قطع عضو,2
چاقو سرامیکی,3
ناشنوا,1
الکی خوش,3
استیون جانسون,2
کمربند,1
کلاه ورزشی,2
راکت پینگ پونگ,2
کتانی ورزشی,2
دستکش ورزشی,2
خیابونی,2
بی اعتماد,2
متدین,2
تخته شاسی,3
کاغذ باطله,2
سوال جواب,2
دفترچه یادداشت ,3
چسب نواری,2
سوهان ناخن,2
کش سر,1
بدقِلِق,3
یار دبستانی,2
پرورش شتر,3
آرایشگاه زنانه,2
گیوه,2
جارو حصیری,3
ستودنی,2
گلچین,3
بندری,2
زبانت را ببر,3
کلاف سر درگم,3
قفلی,2
چشم نواز,2
مدرس,2
جبروت,2
قلچماق,3
شارژر موبایل,2
پاندول ساعت,3
گچبری دیوار,3
قفسه کفش,2
کتاب رمان,2
حنجره طلا,2
  سخنگو,1
آفتاب سوختگی,2
گل ختمی,3
دستش تو جیب خودشه,3
رازیانه,3
سر به بیابون گذاشتن,2
کیک تولد,2
کیک فنجانی,3
پونه,2
ترخون,2
زیره,2
زیره سبز,3
معلم خصوصی,2
وانیل,2
هل سیاه,2
هل سفید,2
پنیر خامه ای ,2
سوهان بستنی,2
ژله طالبی,2
ژله موزی,2
ژله انار,2
جت اسکی,2
قایق,2
رهگذر,2
قناری رنگ کردن ,3
کله پا,1
لاابالی,3
قلک,1
چرک نویس,2
بی ادعا,3
کول پد,3
پنیر لیقوان,2
گنده بک,2
مانیتور فلت,3
گلاب گیری,2
پست الکترونیک,2
تلفکس,3
پرداخت الکترونیک,3
سامانه پرداخت,3
ربات مسیریاب,3
ربات جنگجو,3
ربات فوتبالیست,3
تیمسار,3
چرکین,2
وعده سر خرمن,3
هپارین لاک,2
چسبcm,2
سیفتی باکس,2
آتشنشان,1
نبض فمورال,2
نمایشگر لمسی,3
فیلم سه بعدی,2
زبر و زرنگ,2
تر و فرز,2
گوگولی مگولی,2
اپراتور تلفن همراه,3
منشی تلفنی,2
بد افزار,2
قوری چینی,2
سنگ پای قزوین,2
حسابگر,2
فرصت طلب,2
آور کلاک,3
اتصال بیسیم,3
اینترانت,3
هاست,3
بات,2
دستمال گردگیری,2
صندوق صدقات,1
آدم فروش!,2
مربی حیوانات,3
مددکار اجتماعی,3
پنجاک سیلات,3
عرق بومادران,3
دست کاری,3
پسورد,1
متشنج,2
انعقاد,2
کارمند بهداشت,3
دوغ گازدار,2
بی بی چک ,2
ریلایف,2
هموار,2
زودگذر,3
پردردسر,2
دردسرساز,2
افریننده,2
اشامیدنی,2
نوشتنی,2
پوشیدنی,2
بردنی,2
رفتنی,2
شستنی,3
بستنی خوری,2
بد جور,3
چسب تفنگی,2
زمانبر,2
قابلمه چُدنی,3
جعبه کمک های اولیه,2
هیپوتیروئیدی,2
تیروئیدیت,2
مفصل شارکو,2
زبان انگلیسی,2
ربات تلگرام,3
کادر فنی,3
اوکلاهاما سیتی,3
دو ماراتن,2
وحشت زده,2
تافت,1
دست مالی,3
شیر فهم شد,2
بشقاب ملامین,2
چسب آهن,2
استارتاپ,3
کمرشکن,2
وراپامیل ,2
به اندازه,2
پرتونگاری,2
مو لایه درزش نمیره,3
آب از آب تکان نخوردن,3
دل قرص بودن,3
خاطر جمع,3
سر به باد دادن,3
سر به نیست,3
عشوه خرکی,2
چشم و ابرو اومدن,3
لاس زدن,2
تیک زدن,2
زنبیل,1
نمدمالی,3
خیرخواه,2
آش پشت پا,2
ادویه,2
طاقچه بالا گذاشتن,3
احوال پرسی,2
تنیسور,2
سوچور,2
دیده بان,2
دوچرخه سواری کوهستان,3
قاری قرآن,2
نصاب آسانسور,2
پاورلیفتینگ,3
ورزش باستانی,3
خیاط مردانه,2
ملتفت شدی,3
حالت جا اومد,3
دلت خنک شد,3
کارمند اداره برق,3
تعصبی,3
معلم موسیقی,2
معلم کنکور,2
 کلید,1
بیگودی,2
مایع سفیدکننده,2
عینک ته استکاتی,2
عینک سه بعدی,2
خط کش مهندسی,3
وایتکس,2
چمدان مسافرتی,2
پالتو پشمی,2
نگین,2
جوراب پشمی,2
ولگردی,2
یکی یه دونه,3
شاه داماد,2
گل پسر,1
قندعسل,2
کتاب داستان,1
ناخدا,1
رالی کوهستان,3
سیستم خنک کننده,3
لوئیس همیلتون,3
کشتی گیر,2
کاپیتان,2
Hd,2
کورکورانه,2
مدار الکترونیکی,3
پرولاکتین,2
ملانین,2
پرده سلطنتی,3
مطبوع,2
نوکیا1100,2
سیم آنتن,2
پهلوان پنبه,2
پول علف خرسه,3
مایه تیله,3
تنش میخاره,3
چشم به هم زدن,2
چرند و پرند,3
حرف مفت,3
چسب ماتیکی,2
چسب ماتیکی,3
ورقه کلاسور,3
ریموت در,2
فیسینگ,2
بسکتبال ۳ نفره,2
پلاتر,3
ایمیل,2
بک آپ,3
دی وی دی پلیر,3
انفورماتیک,3
حد نصاب,3
توقع بی جا,3
سوپاپ اطمینان,3
صعب العبور,3
مُتنبه,3
متناقض,2
مرکب,2
کابینت فلزی,2
نقشه بردار,3
ریزه میزه,2
ابرقهرمان,2
اعجوبه,3
سلسله اشکانی,3
ذلیل مرده,2
بد کردار,2
استریل چشمی,2
جاندار,2
شیر بسکویت,3
خانم بهداشت,2
نیمکت آخر,2
هوشمندانه ,2
تفنگ,1
ادم کش,2
نینجتسو,3
دورادور,2
ساندویچ زبان,2
ساندویچ مغز,2
ساندویچ رست بیف,3
قرقره,1
کادو,1
منسجم,2
جگر مرغ,2
جا مسواکی,2
خز و خیل ,2
پارانوئید ,2
پافیلی,2
ته دیگ کاهو,3
Mac book,2
هویه,2
نالوتی,2
تکنیکی,2
فرسوده,2
شوریده,3
خوش ترکیب,2
دوزنده,2
سوزنده,2
یخ فروش,2
پلی ساکارید,2
آر اِن اِی,2
پاچه گیر,2
فال گوش,1
زمین بازی,2
کیف مهندسی,2
طناب بازی,2
دوربین عکاسی,2
مصطفی کارخانه,3
حسین مدنی,3
آنتیگا,3
رزنده,3
گیتار بیس,2
گیتار الکتریک,2
ادم اهنی,2
ماشین خورشیدی,2
ماندولین,3
بی زد و بند,3
با خدا,2
گاز وازلین,2
دیرینه,2
رئیس آموزش پرورش ,3
نشسته,2
متحد,1
اضافی,2
مالی,2
تخیلی,2
هندی,2
عضلانی,2
میانسال,2
اختصاصی,2
عام,2
امیر علی اکبری ,3
موبایل ضد آب ,2
فاموتیدین,2
دیازولین,2
هیدروکسی زین,2
کرم از خود درخته,3
خط حامل,3
میزان,3
یونیت دندانپزشک,2
جودان زوکی,3
جعبه هدیه,2
شیشه رفلکس,3
کاور,1
مستمند,3
خاله خرسه,2
عتیقه,2
پول تو جیبی,2
دهن بین,2
تالاموس,2
کولون,2
اسکیمو,2
روت,2
دیتا,3
فشنگ,1
چفیه,2
شابلون,2
روکش,2
اندیکاسیون,2
پالاتال,2
هله هوله,2
لوله تفنگی,2
کتاب و دفتر,1
تعمیرات لوازم خانگی,3
کیت,3
فروش لوازم جشن تولد,3
هفت رنگ,2
شست و شوی مغزی,2
هارت و پورت,3
دهلیز گوش,2
هوس باز,2
رزمنده,3
فروشنده,1
عاج دندان,2
نخ دندون,2
رایانه,1
پروژسترون,2
کیسه جارو برقی,3
3d max,3
نبات زعفرانی,2
بیش فعالی,2
خشکی چشم,2
هیرشپرونگ ,2
متواری,2
متوالی,2
موازی,2
عمودی,2
مکرمه,1
رنگ و وارنگ,2
دریچه سه لتی,2
پاچه گیر,2
بر پا,1
بر جا,2
۲۲بهمن,2
دهه فجر,1
مقاله,2
جشن عاطفه ها,3
تراش دستی,2
لغتنامه دهخدا,3
کاموایی,2
اس ام ای,2
کینکت,3
ایندومتاسیم ,2
هُنری,2
خودکار پاکن دار,2
کلاس جبرانی,2
شتردوانی,3
موتور کراس,2
دبدبه و کبکبه,3
آژانس هواپیمایی,2
انبر قفلی,3
آچار شلاقی,3
گرامافون,2
زونکن ,2
پرینتر,2
پسته دهان بسته,3
ورودی,2
دوغ شتر ,2
دیماسین پلاس ,2
میوز,2
میتوز,2
بی دغدغه,2
مبتکر,2
فیبروز عضلانی,2
عضلات سرینی,2
اکینوکوکوس گرانولوزو,2
کرم گینه,2
لیشمانیا,2
سندروم بچه خاکستری,2
یونسکو,2
یونیسف,2
بیماری ژنتیکی,2
کار درمانی,2
هم عقیده,2
میسوفونیا,2
ناهنجار,2
مفهومی,2
سپید,2
بیعار,2
جیب بر,2
آتش زا,2
دفترچه سوال,2
زخمی,2
برنج دم سیاه,3
باطری نیم قلمی,2
بد سکتور,3
هیزم شکن,3
اسپایدرکم,3
راننده مترو,2
مشاور سلامت,3
کله ی سحر,2
گاف دادن,3
گوشت تلخ,3
رفیق جینگ,2
رفیق شیش,2
بدل کار,1
لوله آب,2
ام پی 3,2
ام پی 4,3
ضبط ماشین,2
هیتاچی,3
پلاسمید,2
پلاسمودیوم,2
پلاسمودیوم اوال,2
غلاف کاروتید,2
شریان کاروتید,2
استخوان پس سری,2
استخوان آهیانه,2
غضروف بینی,2
عضلات کتف,2
دریافت کننده ی قدرتی,3
جوش سرسیاه,2
استیل کولین,2
کراتینین,2
سرطان‌زا,2
کشیش,2
طالع بین,3
ساحر,2
سابقه دارویی,2
معرکه گیر,3
جلد دفتر,1
شیره خرما,2
قرص نعنا,2
روغن آفتابگردان,2
چیرگی,3
ماهی کبابی,2
مرغ گریل شده,3
چای نعناع,2
قلم قرآنی,3
سخنران,1
راننده بیل مکانیکی,3
مهندس شهر سازی,3
برنامه نویس اندروید,3
نا مهربون,2
نیمکت شکسته,2
لوح آموزشی,3
یگان امداد,3
شتابزده,2
مبهوت,2
بی مانند,2
ویفر شکلاتی,3
اهریمنی,2
اهورایی,2
آرایشی و بهداشتی,2
آموزشگاه رانندگی,2
ددمنش,2
انتشارات,3
امداد خودرو,2
متحیر,3
پاتوبیولوژی,2
بلندآوازه,2
منفی باف,2
