text,complexity
پستانک,1
زغال لیمو,2
حمام سلطان میراحمد,1
دوربین فیلمبرداری,2
صدافرین,1
هزارافرین,1
عمل صالح,1
بغل پرچم,2
آبشار پونه زار ,2
سیم لخت کن,3
روباه دمش از زرنگی تو تله است,3
ورزش سه گانه,1
شیاپ چانگ,1
احسان روزبهانی,2
شار,1
بند دره,1
دکمه سردست,3
فوتبال ناشنوایان,2
مسابقات پارآسیایی,2
چسب 123,2
مهندس هوافضا,2
قلعه والی,1
روستای چک چک,2
لیست نمره,1
نفتکش,2
توپ هاکی,1
جوراب شلواری,1
نان نداره بخوره پیاز میخوره اشتهاش باز شه,3
خواجه مراد,2
آرماتوربند,3
دهانه غلامان,3
کویر شهداد,1
لیوان شیشه ای,2
چکش میخ کش,3
ارگ جدید,1
توپ چوگان,1
راکت اسکواش,1
سربند مو,3
غاز چراندن,2
پائو گسول,3
بوکس حرفه‌ای,1
آل استار,1
پلی آف,1
Fiva,3
اندی ماری,1
خوان مارتین دل پوترو,2
سیکما,2
نردبان فلزی,2
قلعه پاسنگان,2
همه جا آسمون آبیه,2
صحرانورد,3
کویرنورد,3
شامورتی بازی,1
زالو صفت,2
دو دوزه باز,3
نون به نرخ روز خور,3
تپه حسنلو,1
بند میزان,1
قایق کاغذی,2
فتحعلی شاه,2
بادکنک هلیومی,3
پتو سربازی,2
کیف رودوشی,3
غار چِنِشت ,3
باغ اکبریه,2
مقبره ابن حسام خوسفی,3
برس حرارتی,3
منگوله,2
کلاه پهلوی,2
وزیر شطرنج,2
شاه شطرنج,2
مواد منفجره,2
ماژیک فسفری,2
خودکار بیک,2
آرمیچر,2
قفل فرمان,2
نارين قلعه ميبد,1
درخت کریسمس,2
توپ,1
میل خسروگرد,2
تراکت,2
آسباد,3
پیکسل,2
کاسه سفالی,2
عبدالله موحد,3
نادیا کومانتچی,3
باغ نارنجستان قوام,1
آبشار نره گر,3
حکم لازم,2
موشک دوربرد,3
موشک زمین به هوا,3
موشک قاره پیما,3
چرخ چمدان,2
سیم لحیم,3
تیرک دروازه,1
آبشار ترز,1
آبشار چال مگس,2
زوبین,3
جوراب ساق کوتاه,3
جوراب ساق بلند,3
جعبه آدامس,2
گریبان‌ گیر,1
گندِ دماغ,2
تیوپ,1
مبل کلاسیک,3
شانه تخم مرغ,2
یه دستی زدن,2
واگن,2
قبرستان خالد نبی,2
غار دیو سپید,1
روستای افراتخته,1
روستای زیارت,1
روستای ازمیغان,3
آبشار چکان,2
آبشار آق سو,3
چشمه آق سو,3
پل شکسته,1
مقبره خواجوی کرمانی,1
کف شور,3
لوله جاروبرقی ,3
قیچی آهن بر,3
مسجد جامع رشتخوار,2
سیاسرد,2
آمپول,1
بند عینک,2
مور مور,2
دسته تبر,2
کاغذ رنگی,1
چوب چوگان,2
دیوار کاذب,3
مدرسه جهانگیرخان قم,1
جعبه شیرینی,2
اره برقی,2
حلقه هلاهوپ,3
اسکیت برد,2
استکان کمر باریک,3
کلاه شاپو,2
اسکیت کفشی,2
درپوش چاه فاضلاب,3
قلمدان,2
مسجد زنگوی های آبادان ,2
سُرمه,2
ابشار مجن ,1
دینامیت,1
پیست,1
پنجره فولاد,3
کیانوش رستمی,1
یار غار,2
خطای ۲۴ ثانیه,1
محسن شادی,2
فرچه دستشویی,2
میز کنفرانس,3
جا جواهری,2
دستبند مرواریدی,2
جا قرصی,2
راکت,1
بُت,2
درپوش کنتور,3
کتاب انگلیسی ,2
ردخور نداره,3
ضامن آهو,2
صفحه شطرنج,3
شکم پرست,1
بهرام شفیع,1
الوار,3
امید نوروزی,2
قاسم رضایی,2
نجمه خدمتی,1
اپه,1
فلوره,1
محسن محمد سیفی,3
شاهین ایزدیار,1
تف سربالا,2
شاخ شمشاد,1
ولنگ و باز,3
سرگردنه,1
ناودان,2
لِنگ ظهر,1
سرویس چینی,3
چسب مو,2
نی,1
فیش آنتن,2
نیمه ی پر لیوان را نگاه کن,1
سنگ آذرین,3
گلابدان,2
هیوستون,3
دوبله وسط,3
جاسوزنی,2
تخته بسکتبال,2
کلاه ایمنی,2
جعبه عینک,2
دستمال عینک,2
لجن کش,3
سکندری راه رفتن,3
سیسمونی ,1
ماهواره,1
تسمه پروانه,3
موتور گازی,2
عینک واقعیت مجازی,3
عینک فتوکرومیک,3
اسکیت برد,3
سنگ معدن,3
عقربه دقیقه شمار,2
عقربه ساعت شمار,2
عقربه ثانیه شمار,2
سبد خرید,2
جاجورابی,2
گالن,2
کویر نوردی,1
صندلی تاشو,2
فحش آبدار,2
استارتر ,2
سنگ مرمر,3
شهاب باران,3
سکان کشتی,3
لنگر,2
بادبان,2
رادار,3
مرتضی شریفی,3
کلیولند کاوالیرز,3
میامی هیت,3
عاج فیل,3
اسفند روی آتش,1
پای مصنوعی,2
کاغذ کادو,1
دومینو,3
قبض گاز,2
مگسک,3
سمبه,3
ماشه,3
چنگ,2
گل کوزه گری,3
گلدان بلوری,3
دستکش بیلیارد,1
گربه از سگ جدا شده,3
دستکش ظرفشویی,2
پد آرایشی,3
لمینت دندان,3
خمیر دندان زغالی,3
سرویس ساده,1
کاتای تیمی,1
خنزل پنزل,1
مراد محمدی,1
صادق گودرزی,3
آرشه,3
کشکول,3
آبخوری پرنده,3
جعبه خاطرات,3
پاندول,2
کریر,3
صندلی بچه,2
حوله تنپوش,3
ماواشیگری,3
کاتای انفردای,2
گردونه شانس,3
چرخ گاری,2
کارت تلفن,2
کولیس,3
پیستوله,3
تراز,3
آجر سه سانتی,3
یراق,3
تفنگ ساچمه ‌ای,3
صندلی اتوبوس,2
خون به جگر شدن,2
داماد سرخانه,1
لی اپ,3
گارد راس,1
شوتینگ گارد,3
پیست دومیدانی,1
کفش کوهنوردی,2
تنگ بلور,3
یخ خشک,3
جوراب کثیف,2
میز نماز,2
مومیایی,2
بازار گرمی,2
حاجی بازاری,1
خاله سوسکه,2
کلاه حمام,2
شیشه دوجداره,2
عروسک نمدی,3
سفره هفت سین,1
پارچه مخملی,2
شیشه عینک,2
داور هندبال,2
در خونش به روی همه بازه,3
فرمالیته,3
رول بال,3
کله کدو,2
کابل فشار قوی,3
انگشتر طلا ,2
عینک اسکی,2
میکسر,3
جیوه,2
راکت بدمينتون ,1
زیرپوش,1
تخته سنگ,2
کمک فنر,2
جورچین,2
زن یکی خدا  یکی ,2
جوراب پاره,2
سنگ قبر,2
پالتو پوست,3
صندلی حمام,2
دونده,1
پالتو,1
گیره فلزی,3
ماه پشت ابر نمی ماند,2
کیسه دوختن,2
دندان تیز کردن,2
گندشو درآوردن,2
بلند پروازی کردن,2
لیوان دو جداره,3
اسکی رو آب,2
چماق,3
نیشی کوری,3
رفتار غیر ورزشی,3
کف دستمو بونکرده بودم,2
مرشد,1
شهر هرت,2
تفاضل گل,1
لیست خرید,2
پسر پیغمبر,2
اوضاع خیته,2
سرویس جهشی موجی,2
سرویس جهشی,2
کُنده کِشی,2
سالتو بارنداز,2
علی برکت الله,3
وزیر ورزش,1
زنجیرچرخ,2
فرزند خَلَف,3
عقرب جراره,3
خمپاره,2
خطای ۳ثانیه,3
استخر رو باز,2
جوراب رو فرشی,2
ماشین حفاری,3
تاتی تاتی,2
گربه رقصونی,2
پرتاب آزاد,1
شیرازه,2
دهن قرص,2
گِروکِشی کردن,2
آندره آغاسی,2
آشغال,1
آتشدان,2
زیر دو خم,1
تخته نئوپان,3
راپید,3
فلاشر,3
خط کش ژله ای,2
عکس رادیولوژی,3
پوتین سربازی,2
بیمه ابالفضل,3
وزنه,2
اپل واچ,3
لباس کاراته,2
ورزشگاه ازادی,2
ورزشگاه تختی,2
دستبند چرمی,2
کورنومتر,3
باربند ماشین,2
گرز رستم,3
فرش کاشان,2
آدم فروش,2
برو بکس,1
تابلو بودن,2
شیشه مشجر,3
بنر تبلیغاتی,3
گارد ژله ای,2
چه قدر خوبیم ما,3
نعل اسب,2
شیشه نشکن,3
مناره,3
تلفن ماهواره‌ای,3
المپیک ریو,1
المپیک لندن,1
المپیک آتن,1
المپیک پکن,1
سوت وکور,1
خطای دبل,1
اسب چوگان,1
کاسه صبر,1
سرنیزه,3
کمیتش لنگ است,3
قالی کرمان,2
مغز خر خورده,3
به رگ غیرتش بر خورد,3
نقاب زورو,3
مودم همراه,3
شمعک بخاری,3
پارچه چهل تکه,3
لنز چشم,2
آرتور تایمازوف,3
پروژکتور,2
پشم شیشه,3
ساز دهنی,2
سی دی شکسته,3
سی دی خش دار,3
خش گیر سی دی,3
مهره تخته نرد,3
مهره شطرنج,2
تراول ,2
بدمینتون دوبل,2
زمین راگبی,3
اسمش,3
شمع تولد,2
گلنگدن,3
پلکان,3
تجهیزات پزشکی,3
پرینتر جوهر افشان,3
درب اتوماتیک ,3
ژل آتش زا,3
فریم عینک,2
رونی کلمن,2
عباس جدیدی,2
بیت الله عباسپور,2
روح الله داداشی,2
سمعک,2
کارت ویزیت,2
کماندار,2
پرتقال دان زادّان,3
ابر بهاری,2
چاله چوله,1
وان,1
گربه سیاه,2
میله هالتر,2
چشمتون روشن,2
عقرب زیر حصیر,3
خیمه,3
تفنگ آبپاش,2
فراز و نشیب,1
موتو جی‌پی,2
پاپیون,1
کوبلن,3
دارم برات,1
مشکوک میزنی,3
بزن تو رگ,1
قربون دهنت,1
دیگه به اینجام رسیده,3
لولو خُرخُره,3
کوچیک شما,2
بلا نسبت شما,2
سگک,2
لوبیای سحر آمیز,3
کتاب قصه,2
تَشتَک,3
کنسرو فاسد,3
کفش بچه گانه,2
کفش دخترانه,2
کفش پسرانه,2
خِشت,2
پیژامه راه راه,2
دستگاه پرفراژ,3
نگاتیو,3
دوش تلفنی,2
قلوه سنگ,3
سنگ گرانیت,3
یشم,3
خودکار عطری,2
الاکلنگ,2
پایه گلدان,2
دستبند پلیس,2
لباس زندان,2
چرخ ویلچر,3
ماشین عروس,2
پتو پلنگی,2
جای ادویه,3
پول شمار,3
گذشته ها گذشته,1
زنبیل قرمز,2
دفتر و دستک,2
فازت چیه,2
خط یازده,1
زیر گلدانی,2
هنرهای رزمی,1
دو ۴ در ۱۰۰ متر امدادی,2
بهروز عطایی,2
بلند‌‌زن,1
ناظم الشریعه,2
اسکی پرش,1
مداد طراحی,2
بوق و کرنا,2
درد دل,1
متفق القول,3
کی نیشیکوری,2
گرند اسلم,2
مسلسل,1
لامپ رشته‌ای,3
دائم الوضو,2
تایگر وودز,2
والنتینو روسی,2
فالکائو,2
واسیلی الکسیف,3
سباستین لوب,2
ته تغاری,1
سپهر محمدی,2
مصطفی نظری,2
موم,2
.قرص قمر,2
دری وری ,2
پرهام مقصودلو,2
حمیده عباسعلی,2
خدیجه آزادپور,2
در نطفه خفه کردن,2
تیر اندازی با تپانچه,2
شکر کلومت,3
اتیکت,3
کشتی,1
کارت خوان,3
نایلکس,3
آرمین تشکری ,2
خودکار چهاررنگ,2
بیلبورد تبلیغاتی,3
سفره حضرت عباس,2
المنت,3
کارت پستال,2
ربات,1
فناوری چشم عقاب,2
خرش میره,3
دم دمی مزاج,2
سرسره بادی,3
مسبوق به سابقه,3
کمیته تیمی,2
صندلی بادی,2
 سگ صاحابشو نميشناخت ,3
غلاف,3
لیگ الماس,2
سیلو,3
پاشنه,1
کاور لباس,2
رگال لباس,3
بهنام رشوند,3
رکاب,2
کاسه گدایی,1
در هم بر هم,1
دندان شکن,1
بیخ تا بیخ,2
موتور برق,2
مهتاب بالانس,2
آفتاب بالانس,2
کاور مبل,2
گاوآهن,3
درب و داغون,1
پیر پاتال,2
پودر بچه,2
گنجینه,3
پس و پیش,2
ساخت و پاخت,2
کرام الکاتبین,3
دستمال یزدی,2
کُن فَیَکون,3
جهان پهلوان,1
فلک‌ زده,1
چله نشین,2
عاقل اندر سفیه,1
بزبیاری,3
جلیقه ضد گلوله,3
مارکو اوکتاویو,2
کِلِی تامسون,3
فرزان عاشور زاده,2
گلریزان,1
جاکارتی,2
من خودم زغال فروشم ,3
شاه دزد,2
سفته,2
فیتیله جمعه تعطیله,2
سبزه قبا,2
پست فطرت,2
وجدان بیدار,3
کٲَن لم یَکُن,3
تخته پرش,2
پُر از خالی ,2
کابل,2
آبنبات قیچی,3
استروئید,2
برف پاک‌کن,2
ندا شهسواری,2
سه چرخه,2
چه کنم چه کنم,2
پیش بند گلدار,2
خورشید خانم,2
کارت شارژ,2
کاپشن چرم,2
آجرپاره,2
آفتاب مهتاب,2
کول انداز,2
شلاق,2
فنس,3
نون زیر کباب,2
انتونی دیویس,3
آنپاسان,3
کدو قل قل زن,2
زور و ضرب,2
حسین توکلی,2
پولک,2
مثلث بیلیارد,2
انگشت نما,2
هلک هلک,2
کار کُشته,2
صاحبش آمد,2
کاغذ ابر و باد,2
کج و معوج ,2
مثل ته خیاره,2
نِفله,2
چراغ راهنمایی,2
پوزه بند سگ,3
دست روزگار,2
دامن چین دار,2
بزبز قندی,2
کارلی ایروینگ,2
نوشادعالمیان,2
نیماعالمیان,2
بی سرو سامان,2
روروک,2
آبدولاچاگی,2
مایه ننگ,2
لامُروّت,2
نوکر آقات غلام سیاه,2
هفت خان رستم,2
سینه قبرستون,2
شِرتی شَپَکی,2
مریم طوسی,2
آریا نسیمی شاد,3
بهنام محمودی,2
رائول لوزانو,2
نواب نصیر شلال,2
حسین اجاقی,2
ونوس ویلیامز,2
مایک رستم‌پور,3
سقف تیرچه بلوک,3
دوین وید ,3
دریموند گرین,3
تفنگ پلاستیکی,2
کرک و پر,2
چاقو کره خوری,2
سس خوری,2
از پشت کوه آمدن,2
جرم گیر,2
باربند حمل دوچرخه,3
گل سفالگری,3
ساعت مچی عقربه ای,3
خطای دید,2
پلاک ماشین,2
به پیسی خوردن,3
برف شادی,2
هول و ولا,3
زره,2
داش مشتی,3
نه چک زدیم نه چونه,3
اتو زغالی,2
پازل هزار تکه,3
نا مرد,2
قالب ژله,2
خودکار هوشمند,3
قاب عکس چوبی,3
بخاری گازی شومینه ای,3
کنتور برق,2
کنتور گاز,2
پتیاره,3
تپاچه ۱۰ متر,2
قلم پاتو می شکنم,3
دوربین شکاری,2
درب چوبي,2
اره دستی,2
به در میگه دیوار بشنوه,3
شاخه نبات,3
سبد سبزی,2
چرم بزی,2
دل رحمی,2
دبل‌نا,3
بالون,2
ریل قطار,2
تصمیم کبری,2
ساز ودهل راه انداختن,3
کارِش زاره,2
کش و قوس,2
کوزه گلی,2
شیشه دارو,2
چپ و چوله,3
فاکتور,2
مهران شاهین طبع,1
رزیتا علیپور,3
مرجان سلحشور,3
مهران حاتمی,2
گلنوش سبقت‌اللّهی,3
پریناز حاجیلو,3
بشکنه این دست,2
قاب گوشی,2
سر و ته یکی,2
سوبلس,3
دسته تبر,2
هَوَل,3
چتر باز,2
فکتو میارم پایین,3
سنگفرش,3
نایلون حبابدار,3
شانه جیبی,2
قفل و زنجیر,3
مارو کاشتی,3
فیلش یاد هندستون کرده,3
مثل بید میلرزه,2
یک روح در دو بدن,3
هلو پوست کنده,3
نصراللّه سجادی,2
بکش بیرون,2
صلوات,2
بزن بریم,3
هنگفت,2
تامل,3
منگنه کش,3
نوواک جوکوویچ,2
لحیم,3
پینه بسته,3
تو رگ زدن,2
فینگلیش,2
ول گشتن,3
پنجه ی آفتاب,3
فول آپشن,3
شیشه عقب ماشین,3
زوار در رفته ,3
میخ آهنی,2
مجتبی عابدینی,2
گلاره ناظمی,2
الناز رکابی,3
احسان لشگری,3
دست رو دست,1
شب جمعه,2
سحرو جادو,2
دل گرمی,1
ماشین لکنته,3
غاز قُلنگ,3
عقب اُفتاده,2
قربون صدقه,2
ور قُلمبیده,3
کارت عضویت کتابخانه,3
قبله نما,2
ادا اطوار,3
روزگار نامراد,2
حرف تو حرف,2
دوربین مدار بسته,3
سوزن تزریق,3
این نیز بگذرد,3
کرم نرم کننده,3
ناقص الخلقه,3
بزمجه,3
ایندیانا ,2
میز فلزی,2
سبد گل,2
انگشتر,1
شب بخیر,1
صبح بخیر,1
خاک رس,2
سفره گلدار,2
واکس کفش,2
جامه دران,3
دزدگیر خودرو,2
وا مانده,2
کج خلق,2
کولی,2
کره بز,2
انگشتر عقیق,3
ساحره,2
عجوز,2
مَچَل,2
لقمه گلو گیر,3
سیر خردکن,2
کفش ورنی,3
کفش مخمل,2
پارچه ساتن,2
پارچه گیپور,2
آسه آسه,1
از راه بدر کردن,2
کتیبه دیواری,3
کفش مردانه,2
کفش زنانه,2
قوری مسی,2
پنکه شارژی,2
دیوار آجری,2
پول مفت,2
عشق در یک نگاه,2
شاهد عینی,3
آدم پایه,2
چایی لب سوز,2
گنده گویی,2
من میگم نره تو میگی بدوش,3
درو تخته جوره,2
فرار مغزها,2
توانا بود هرکه دانا بود,2
رخت آویز دستشویی,3
رفت و آمد,2
آمار گرفتن,1
بی ناموس,2
کله ملق,2
مارک لباس,2
جوراب مارک دار,2
زیر پیراهن مردانه,3
سر شیلنگ,2
پمپ بنزین,2
برف روب,2
لنج,2
یدک کش,2
گل خشک,2
دف,2
شرشره,3
لپ لپ,2
گرز,2
ریش ریش,1
رآکتور هسته‌ای,3
کایت,3
کندو,1
ناو,2
زانوبند,2
تیر برق,2
رسید بانک ,2
چرخ دستی خرید,3
بارکد خوان,3
شیرین زبان,2
کاسه کوزه,2
کوه به کوه نمی رسه,2
ریموت کنترل,2
بطری شیشه ای,2
سرامیک دیوار آشپزخانه,3
بشکه نفت,2
موی مصنوعی ,2
خورشیدِ پُشتِ اَبر,2
آتیش زدم به مالم,2
عصای کوهنوردی,3
تله کابین,2
پدرم در اومد,2
بمب شیمیایی,2
جعبه نخ و سوزن,2
نَخ کِش,2
لباس کار,2
لنگه کفش,2
هفت قلم ارایش,2
چارقد,3
بچه سوسول,2
نیمه راه,2
آسمان خراش,2
گلاب به روت,2
پلی استیشن,3
جا خودکاری رومیزی,3
میوه تزئینی,2
آسفالت,1
کفش راحتی,2
چادر عربی,2
سردوش حمام,2
دسته بیل,2
ریل راه آهن,2
گواهی نامه,2
کارت ملی,2
کارت هدیه,2
انگشتر بدلی,2
تکرار مکررات,2
عهد اخوت,3
پتو دو نفره,2
شهر شام,2
آبگرمکن خورشیدی,3
لباس مرد عنکبوتی,3
ستاره سربی,2
آلاچیق,2
منبع آب,2
لوله خودکار,2
گوسفند قربانی,2
دِمُدِه,2
سیم‌پیچ,2
پر و پیمون,2
ندید پدید,2
بشمر سه,2
سیم خاردار,2
عکس سیاه و سفید,2
خفه خون,2
ماشین شارژی,2
کلاه حصیری,2
دمپایی جلو بسته,3
پیراهن جین,2
حال زار,3
کفن و دفن,1
نیمکت شکسته,2
فن کویل,3
ستاد اسکان,2
منشور اخلاقی,2
موعد مقرر,2
جعبه موسیقی,2
جک خودرو,2
مادرزن سلام,2
به ضرس قاطع,3
مانتو جلو باز ,2
فردین بازی ,1
گنج قارون,3
چوب خدا,1
نماز جعفر طیار ,2
گاز نجیب,3
خونه خاله ,1
بهار آزادی ,3
پشتش گرمه,2
شلوار جین پاره,3
تریلی,1
پرده حمام,2
تنگ غروب,3
لیلی ومجنون ,1
خیال خام ,3
برد برد ,3
گوی برفی,2
گاز پاک کن,2
واکس مو,2
شیشه ضد گلوله,2
مادر مرده,1
اشتباه لپی,1
تو رو سننه,3
جعبه سیاه هواپیما,3
سیم بکسل,3
پره,2
قفل هوشمند,3
دیوار به دیوار,1
سبیل مصنوعی,2
الکترود,3
آینه محدب,3
آینه مقعر,2
میخ زنگ زده,2
دیوار حاشا,1
قانون جنگل,1
بازار مکاره,3
سواری گرفتن,2
دستت طلا,2
آب زیر پوست رفتن,3
عاشق سینه چاک,3
علامه دهر,2
تریپ لاو,2
زلم زیمبو,2
شوخی دستی,1
بچه کف بازار,3
پا در میانی,1
از ما بهترون,1
دهن کجی,1
دل گنده,3
جواب سر بالا,1
یک سر و هزار سودا,2
تف تو این شانس,1
لای پر قو بزرگ شدن,1
تشک فنری,2
پانچو,3
کارت سوخت,2
زهر هلاهل,3
سگ صاحبشو نمی شناسه,3
هواکش خانگی,3
عابر بانک,1
بیمه نامه,2
سالنامه,2
روسری,1
کت و دامن,2
گردن آویز,2
جعبه گل,2
نا رفیق,1
لامذهب,1
کَت بسته بردن,2
نوکیسه,2
چپش پُره,1
روتو برم,2
یونیفرم,2
شلوار جذب,2
توربین,3
عمو سبزی‌فروش,2
ماه پیشونی,3
چراغ جادو,2
دخل و تصرف,2
هوای دو نفره ,2
خط مقدم ,2
سانتریفیوژ ,3
دسته چکش,2
شیر فلکه,2
ژنراتور,3
خانه زاد,3
دق الباب,3
چهارشانه,1
پیراهن یوسف,3
فاتحش خوندست,1
عام المنفعه,1
تشت قرمز,2
گردن شکسته,2
فوت و فن,1
دست بسته,2
پارچه حریر,2
دخل و خرج,1
کارو بار,2
پنبه نسوز,3
من درآوردی,1
لباس قجری,3
ترس و لرز,1
آلاخون والاخون شدن,3
آب زیپو,3
یامفت,1
گاومون زاییده,1
سکه 500 تومانی,2
شلوار سنبادی,3
گالن بنزین,3
کفش نظامی,2
تاج,1
مانیتور اتوبوس,3
شلوار خمره ای,3
آقا گرگه,1
لرزه نگار,3
شناور کولر,3
اسپری فلفل,3
یه لنگه پا,2
بخاری بدون دودکش,3
قالپاق پیکان,3
پرگار فلزی,2
گونیا مهندسی,3
به درد عمت میخوره,2
دل شوره,1
پاره پوره,1
گل بی عیب,1
سرم رفت,1
کریه المنظر,3
از خود بی خود شدن,2
سانتی مانتال,2
عینک غواصی,2
ترکش,2
کلاه دلقک,2
جعبه دارو,2
عکس برگردان,3
شلوار دمپا گشاد,3
عصای جادویی,2
چوب جادویی,2
دوست جون جونی,1
پا منبری,1
سفره عقد,2
روزنامه زرد,2
قایق بادی,2
کتابچه راهنما,3
نقشه جغرافیا,2
فرش شش متری,2
کوله پشتی زیپ دار,3
پرچم رومیزی,2
دسته گل عروس,2
هوا بس ناجوانمردانه سرد است,3
مشتی هستی,2
قِر و فِر,3
مست و پاتیل,1
جگر طلا,1
شر و شور,1
کره جفرافیا ,2
جگر زلیخا,2
توهم توطئه,2
دبه ترشی,2
لاک  ناخن,2
دعوتنامه,2
قربون دست و پای بلوریت,3
شورت گل گلی,2
دست به گریبان,3
خانوم خانوما,1
قوطی حلبی,3
فرش ۱۲۰۰ شانه,3
روسری خالدار,2
پمپ شناور,2
عرق جبین,2
ارواح شکمت,2
بنر تسلیت,2
تاج پادشاهی,2
عینک دسته شکسته,3
عدسی مقعر,3
عدسی محدب,3
گونی کنفی,3
چرخ دنده,2
سه شدن,1
دکمه آسانسور,2
کاسه یکبار مصرف,2
شانه چوبی,2
کفتر بازی,2
دروازه فوتبال,2
نرده چوبی,2
بز زنگوله پا,2
شریک جرم,1
سگ جون,2
تلفن سیم دار,2
سیم کارت اعتباری,2
ریسه رنگی,3
فضاپیما ناسا,3
سلام شو قورت داده,3
آژیر آتش نشانی,3
بمب ساعتی,2
استکان و نعلبکی,2
دفتر شطرنجی,2
زیپ شلوار,2
پریسکوپ,3
ستون دین,1
انبر کلاغی,3
سکه 25 تومانی,2
سبد سیب زمینی و پیاز,3
سبد پیک نیک,2
آدم برفی,2
خستگی ناپذیر,1
کلر بوک,3
گل گفتی,1
کائوچو,3
سوت زودپز,2
خاک ژله ای,2
فندک اتمي,3
فیبر نوری,3
سی دی خام,2
لباس عروسک ,2
دوچرخه کلاسیک,3
پایه تلویزیون,2
مادرت رو به عزات میشونم,3
جبغ بنفش,3
سرش تو حساب کتابه,3
صابون عطری,2
جوراب نانو,2
دیوان حافظ,2
ماژیک غیر وایت برد,3
فدا مدا,2
کارتن موز,2
دستمال صورت,2
دوچرخه دنده ای,2
شیشه جلو ماشین,3
پلاستیک سیاه,2
دشنه,2
فلزیاب,2
گیره روسری,3
شامپو ضد شوره,2
جوراب شیشه ای,2
عمو  زنجیر باف,2
چاه فاضلاب,2
آب فشان,3
شاه کلید,2
پلاستیک سبز,2
خواب خواب میاره,2
آمپول تقویتی,2
سبد چوبی,2
دفتر دو خط,2
برس کفش,2
پیک نوروزی,2
رنگ نقاشی,2
قیچی آرایشگری,2
کیف رمزدار,2
گروهبان قندعلی,3
آب باریکه,2
لباس بارداری,2
پیر خرابات,3
کودشیمیایی,2
زغال سنگ,2
چادر ملی,2
سوختم و ساختم,2
لاستیک پنچر,2
یونیفرم مدرسه,3
خانم گل,2
کوله پشتی برزنتی,3
آدم آهنی,2
مدرسان ناشریف,2
طیاره,3
قولنامه,2
تلفن هندلی,3
تبرزین,3
شلوارک گل گلی,3
فرش ابریشمی,2
کاغذ خردکن,3
لوتی گری,2
زاپاس,2
شهاب سنگ,1
کیف کودک,2
دامن گلدار,2
مشتي ,1
کثیر الانتشار,2
هم شیره ,1
پرنده پر نمیزنه,2
دستمال توالت گلدار,3
مجسمه آزادی,3
مجسمه ابوالهول,3
چپندر قیچی,3
ماهی گلی,1
اسناد,3
همه‌فن حریف,1
مکعب روبیک,3
حلوا حلوا کردن,2
جوراب عروسکی,2
چهلچراغ ,1
دسته چمدان,2
مانتو مجلسی,2
لامپ نشکن,2
فرشته نجات,2
سیاه چادر,2
مست لایعقل,3
مولد برق,3
بزغاله مار,3
کرکس سیاه,2
جوجه اردک,2
خرس عینکی,1
لاشخور,1
پرنده توکان,3
 بادکنک ماهی,2
سوسک بال آتشین,3
پرنده کاکاپو ,3
قورباغه درختی,1
پلنگ ابری,2
شیر سفید,1
پلنگ برفی,2
پلنگ خالدار,2
زنبور سرخ ,1
سگ بولداگ ,3
ماهی تن ,2
موش کانگورویی,2
ببر مازندران ,2
گورخر ایرانی ,2
گرگ خاکستری ,2
کبوتر تاجدار,2
سرگین غلتانک,3
اژدهای کومودو,3
ماهی سالمون ,2
ماهی ساردین,2
ماهی خاویار ,2
نهنگ عنبر,3
شمشیر ماهی ,2
توله سگ ,1
لمور ,3
خرس قهوه‌ای ,1
مرجان دریایی,2
شاه میگو ,2
زالو ,1
سوسک حمام,1
هوبره,3
فاخته,2
سگ جنگلی,1
ماهی گوپی,3
پارچ,1
بالگرد,1
کژدم,2
شپش دریایی,2
بازار شام,1
سمندر آبی,3
شوفاژ برقی,2
قربون چشمای بادومیت,3
شراره آتش,3
گاو کوهی,1
طوطی برزیلی,2
گیله مرد,2
ماهی کفال,3
نهنگ سفید,1
ترموستات,3
پل چوبی,2
متر خیاطی,2
نرده بالکن,2
شیشه آکواریوم,2
تیربار,3
ربات انسان نما,3
جعبه مهمات,3
چرخ ارابه,3
ارابه,3
سنسور,3
کیسه سیمان,3
دماغگیر,2
اسب ترکمن,2
آبدزدک,2
ماموت,2
کرم کدو,2
لوله اگزوز,2
آنتن رادیو,2
نوار نقاله,3
ترازو دو کفه ای,3
چتر نجات,2
پاراگلایدر,3
ماسک اکسیژن,2
قیچی باغبانی,2
به زمین گرم بخوری,2
سهره,2
ژیروسکوپ,3
کرگدن سیاه,2
منشور,2
ماهی صبور,2
سر زبونمه,1
چسب بخیه,3
ورود آقایان ممنوع,2
ماهی کفشک,2
ماهی حلوا سیاه,3
ماهی چشم تلسکوپی,3
سوسری,2
دماسنج دیجیتال,2
مورچه کارگر,2
ببر سفید,1
ماهی سفید کولی,3
مورچه بالدار,1
زنبور گاوی,1
سگ پاکوتاه,2
گربه جنگلی,2
گربه شنی,2
عنکبوت خرچنگی,2
گرگ یال دار,3
موش ستاره پوزه,3
حباب ماهی,2
غول ماهی,2
دیو ماهی زگیل دار,3
اکلیل سرنج,3
مورچه قرمز,1
ماهی تیلاپیا,3
کوسه کور,2
ماهی اسکار,2
پاندای سرخ,2
مرغ ابریشمی,2
کجاوه,3
کوسه ببری,2
ظرف ترشی,2
پاندا,1
اردک سرسبز,2
فرش تبریز,2
توکای سیاه,3
جوجه تیغی گوش دراز,3
لاک پشت صحرایی,2
مارمولک خاردار,2
کت جادویی,3
اشتباه می زنی,2
گاندو,2
